"","name","father","stock","glottocode","iso","wals","level","longitude","latitude","population"
"sana1278","Sanaga [A.60]","Mbam","Atlantic-Congo","sana1278",NA,NA,"family",NA,NA,NA
"sana1279","Sanaroa","Dobu","Austronesian","sana1279",NA,NA,"dialect",NA,NA,NA
"sana1280","San Andrés Cohamiata","Huichol","Uto-Aztecan","sana1280",NA,NA,"dialect",NA,NA,NA
"sana1281","Sanapaná","Lengua-Mascoy","Lengua-Mascoy","sana1281","sap",NA,"language",-58.907,-22.1145,6810
"sana1282","San Andrés Inga","Inga","Quechuan","sana1282",NA,NA,"dialect",NA,NA,NA
"sana1283","Sanainawa","Panoan Katukína","Pano-Tacanan","sana1283",NA,NA,"dialect",NA,NA,NA
"sana1284","San Agustín Tlacotepec","Magdalena Peñasco Mixtec","Otomanguean","sana1284",NA,NA,"dialect",NA,NA,NA
"sana1285","San Agustín Loxicha Zapotec","Loxicha Zapotec","Otomanguean","sana1285",NA,NA,"dialect",NA,NA,NA
"sana1286","San Agustín Mixtepec Zapotec","Miahuatec","Otomanguean","sana1286","ztm",NA,"language",-96.3362,16.2202,NA
"sana1287","San Antonio Eloxochitlán Mazatec","San Jerónimo Tecóatl Mazatec","Otomanguean","sana1287",NA,NA,"dialect",NA,NA,NA
"sana1291","Sanandaj","Hulaulá","Afro-Asiatic","sana1291",NA,NA,"dialect",NA,NA,NA
"sana1295","Sanaani Arabic","Arabian Peninsula Arabic","Afro-Asiatic","sana1295","ayn","ars","language",44.8412,15.6552,7600000
"sana1296","San’a","Judeo-Yemeni Arabic","Afro-Asiatic","sana1296",NA,NA,"dialect",NA,NA,NA
"sana1297","San Andres Creole English","Miskitoic Creole English","Indo-European","sana1297","icr",NA,"language",-81.7042,12.5535,NA
"sanb1240","San Blasito Cora","Santa Teresa Cora","Uto-Aztecan","sanb1240",NA,NA,"dialect",NA,NA,NA
"sanb1241","San Baltazar Loxicha Zapotec","Coatlan-Loxicha Zapotec","Otomanguean","sanb1241","zpx",NA,"language",-96.762,16.0409,NA
"sanb1242","San Blas Kuna","Kuna","Chibchan","sanb1242","cuk",NA,"language",-78.3075,9.15686,57114
"sanc1243","San Cristobal","Malaita-Makira","Austronesian","sanc1243",NA,NA,"family",NA,NA,NA
"sanc1244","San Cristóbal Amoltepec Mixtec","Magdalena Peñasco Mixtec","Otomanguean","sanc1244",NA,NA,"dialect",NA,NA,NA
"sand1269","Sandoway","Asho Chin","Sino-Tibetan","sand1269",NA,NA,"dialect",NA,NA,NA
"sand1270","Sandong","Sui","Tai-Kadai","sand1270",NA,NA,"dialect",NA,NA,NA
"sand1271","Sanda [Loko]","Timne","Atlantic-Congo","sand1271",NA,NA,"dialect",NA,NA,NA
"sand1272","Sanda","Loko","Mande","sand1272",NA,NA,"dialect",NA,NA,NA
"sand1273","Sandawe","Africa","Sandawe","sand1273","sad","sdw","language",35.4808,-5.26918,40000
"sand1274","Sandakan Bajau","West Coast Bajau","Austronesian","sand1274",NA,NA,"dialect",NA,NA,NA
"sand1275","Sandiwar","Timugon Murut","Austronesian","sand1275",NA,NA,"dialect",NA,NA,NA
"sand1276","Sandayo","Kimaragang","Austronesian","sand1276",NA,NA,"dialect",NA,NA,NA
"sand1277","Sandia","Southern Tiwa","Kiowa-Tanoan","sand1277",NA,NA,"dialect",NA,NA,NA
"sand1278","San Dionisio del Mar Huave","San Dionisio-San Mateo Huave","Huavean","sand1278","hve",NA,"language",-94.7001,16.3514,4944
"sand1282","Sandu","Barzani Jewish Neo-Aramaic","Afro-Asiatic","sand1282",NA,NA,"dialect",NA,NA,NA
"sand1283","San Dionisio-San Mateo Huave","Huavean","Huavean","sand1283",NA,NA,"family",NA,NA,NA
"sanf1258","San Francisco del Mar Huave","San Francisco-Santa María Huave","Huavean","sanf1258","hue",NA,"language",-94.5738,16.2836,900
"sanf1259","San Francisco Cora","El Nayar Cora","Uto-Aztecan","sanf1259",NA,NA,"dialect",NA,NA,NA
"sanf1260","San Felipe","Eastern Keres","Keresan","sanf1260",NA,NA,"dialect",NA,NA,NA
"sanf1261","San Francisco","Northern Ohlone","Miwok-Costanoan","sanf1261",NA,NA,"dialect",NA,NA,NA
"sanf1262","San Francisco Matlatzinca","Matlatzincan","Otomanguean","sanf1262","mat",NA,"language",-100.058,19.3584,NA
"sanf1263","San Felipe Santiago Otomí","Estado de México Otomi","Otomanguean","sanf1263",NA,NA,"dialect",NA,NA,NA
"sanf1264","San Felipe Otlaltepec Popoloca","Popolocan","Otomanguean","sanf1264","pow",NA,"language",-97.7432,18.3594,3000
"sanf1265","San Francisco Huehuetlán Mazatec","San Jerónimo Tecóatl Mazatec","Otomanguean","sanf1265",NA,NA,"dialect",NA,NA,NA
"sanf1267","San Francisco-Santa María Huave","Huavean","Huavean","sanf1267",NA,NA,"family",NA,NA,NA
"sang1315","Sangisari","Semnanic","Indo-European","sang1315","sgr",NA,"language",53.3,35.72,36000
"sang1316","Sanglechi-Ishkashimi","Southeastern Iranian","Indo-European","sang1316","sgl","ish","language",71.6743,36.6354,1500
"sang1317","Sanglechi","Sanglechi-Ishkashimi","Indo-European","sang1317",NA,NA,"dialect",NA,NA,NA
"sang1318","Sanglich","Sanglechi-Ishkashimi","Indo-European","sang1318",NA,NA,"dialect",NA,NA,NA
"sang1319","Sangamesvari","Konkani","Indo-European","sang1319",NA,NA,"dialect",NA,NA,NA
"sang1320","Sangkong","Bisoid","Sino-Tibetan","sang1320","sgk",NA,"language",100.77,21.64,NA
"sang1321","Sangtam Naga","Aoic","Sino-Tibetan","sang1321","nsa",NA,"language",94.6279,25.8581,83700
"sang1322","Sang","Konyak Naga","Sino-Tibetan","sang1322",NA,NA,"dialect",NA,NA,NA
"sang1323","Sangtai","Tase Naga","Sino-Tibetan","sang1323",NA,NA,"dialect",NA,NA,NA
"sang1324","Sangche","Tase Naga","Sino-Tibetan","sang1324",NA,NA,"dialect",NA,NA,NA
"sang1326","Sangwal","Tase Naga","Sino-Tibetan","sang1326",NA,NA,"dialect",NA,NA,NA
"sang1327","Sangoic","Nuclear Ngbandic","Atlantic-Congo","sang1327",NA,NA,"family",NA,NA,NA
"sang1328","Sango","Sangoic","Atlantic-Congo","sang1328","sag","san","language",20.1702,6.78584,404000
"sang1329","Sanga [Nigeria]","Lemoro-Sanga","Atlantic-Congo","sang1329","xsn",NA,"language",8.83882,10.4157,20142
"sang1330","Sangu [Tanzania]","Wanji-Sangu","Atlantic-Congo","sang1330","sbp",NA,"language",39.35,-6.3,75000
"sang1331","Sanga [Democratic Republic of Congo]","Kaonde-Shaba-Sanga","Atlantic-Congo","sang1331","sng",NA,"language",26.8462,-10.0236,431000
"sang1332","Sangwe","Nuclear Sena","Atlantic-Congo","sang1332",NA,NA,"dialect",NA,NA,NA
"sang1333","Sangu [Gabon]","Sangu-Sira-Punu","Atlantic-Congo","sang1333","snq","sgu","language",11.9098,-1.52694,20911
"sang1334","Sangar","Bima","Austronesian","sang1334",NA,NA,"dialect",NA,NA,NA
"sang1335","Sangiric","Malayo-Polynesian","Austronesian","sang1335",NA,NA,"family",NA,NA,NA
"sang1336","Sangir","Sangil-Sangir","Austronesian","sang1336","sxn","sgr","language",125.604,4.45969,255000
"sang1337","Sangil","Sangil-Sangir","Austronesian","sang1337","snl",NA,"language",125.378,5.40229,15000
"sang1339","Sanggau","Land Dayak","Austronesian","sang1339","scg",NA,"language",110.404,-0.13152,45000
"sang1340","San Gregorio Ozolotepec Zapotec","Ozolotepec Zapotec","Otomanguean","sang1340",NA,NA,"dialect",NA,NA,NA
"sang1341","Sangu-Sira-Punu","Sira [B.40]","Atlantic-Congo","sang1341",NA,NA,"family",NA,NA,NA
"sanh1239","Sanhsien","Hakka Chinese","Sino-Tibetan","sanh1239",NA,NA,"dialect",NA,NA,NA
"sani1265","Sanie","Nasu-Gepu","Sino-Tibetan","sani1265","ysy",NA,"language",102.12,25.2,NA
"sani1266","Sani-Axi-Azhe-Azha","Southeastern Ngwi","Sino-Tibetan","sani1266",NA,NA,"family",NA,NA,NA
"sani1267","Sani-Axi-Azhe","Sani-Axi-Azhe-Azha","Sino-Tibetan","sani1267",NA,NA,"family",NA,NA,NA
"sani1269","Sani","Sani-Axi-Azhe","Sino-Tibetan","sani1269","ysn",NA,"language",103.759,24.278,NA
"sani1270","Saniyo-Hiyewe","Western Sepik Hill","Sepik","sani1270","sny",NA,"language",142.369,-4.4376,1300
"sani1271","Saniyo","Saniyo-Hiyewe","Sepik","sani1271",NA,NA,"dialect",NA,NA,NA
"sani1272","Sani [Japonic]","Northern Amami-Oshima","Japonic","sani1272",NA,NA,"dialect",NA,NA,NA
"sani1273","San Ildefonso","Tewa [USA]","Kiowa-Tanoan","sani1273",NA,NA,"dialect",NA,NA,NA
"sani1274","San Ignacio de Velazco","Chiquitano","Chiquitano","sani1274",NA,NA,"dialect",NA,NA,NA
"sani1275","Sani-Axi","Sani-Axi-Azhe","Sino-Tibetan","sani1275",NA,NA,"family",NA,NA,NA
"sanj1274","Sanjabi","Southern Kurdish","Indo-European","sanj1274",NA,NA,"dialect",NA,NA,NA
"sanj1275","Sanjan","Northwest Pashayi","Indo-European","sanj1275",NA,NA,"dialect",NA,NA,NA
"sanj1276","San Juan [USA]","Tewa [USA]","Kiowa-Tanoan","sanj1276",NA,NA,"dialect",NA,NA,NA
"sanj1277","San Juan Corapan Cora","Santa Teresa Cora","Uto-Aztecan","sanj1277",NA,NA,"dialect",NA,NA,NA
"sanj1278","San Juan","Embera","Chocoan","sanj1278",NA,NA,"family",NA,NA,NA
"sanj1279","San Javier","Chiquitano","Chiquitano","sanj1279",NA,NA,"dialect",NA,NA,NA
"sanj1280","San Juan Piñas","Western Juxtlahuaca Mixtec","Otomanguean","sanj1280",NA,NA,"dialect",NA,NA,NA
"sanj1281","San Juan Colorado Mixtec","East Coast Mixtec","Otomanguean","sanj1281","mjc","mjc","language",-97.9279,16.3964,13500
"sanj1282","San Juan Teita Mixtec","Western Alta Mixtec","Otomanguean","sanj1282","xtj",NA,"language",-97.3899,17.1542,570
"sanj1283","San Juan Quiahije Chatino","Western Highland Chatino","Otomanguean","sanj1283",NA,NA,"dialect",NA,NA,NA
"sanj1284","San Juan Guelavía Zapotec","Central Core Zapotec","Otomanguean","sanj1284","zab","zsq","language",-96.5967,17.0332,NA
"sanj1285","San Juan Atzingo Popoloca","Popolocan","Otomanguean","sanj1285","poe","psj","language",-97.3792,18.2225,5000
"sanj1286","San Jerónimo Tecóatl Mazatec","Mazatec A","Otomanguean","sanj1286","maa",NA,"language",-96.8833,18.1999,21100
"sank1248","Sankara-Yerukala","Yerukula","Dravidian","sank1248",NA,NA,"dialect",NA,NA,NA
"sank1249","Sanketi","Tamil","Dravidian","sank1249",NA,NA,"dialect",NA,NA,NA
"sank1250","Sanke","Tase Naga","Sino-Tibetan","sank1250",NA,NA,"dialect",NA,NA,NA
"sank1251","Sankura","Southern Nuni","Atlantic-Congo","sank1251",NA,NA,"dialect",NA,NA,NA
"sank1252","Sankuma","Northern Bobo Madaré","Mande","sank1252",NA,NA,"dialect",NA,NA,NA
"sank1253","Sankaran Maninka","Manenkan","Mande","sank1253","msc",NA,"language",-10.569,10.0962,77000
"sanl1247","Sanlong","Southern Qiang","Sino-Tibetan","sanl1247",NA,NA,"dialect",NA,NA,NA
"sanl1248","San Luís Temalacayuca Popoloca","Popolocan","Otomanguean","sanl1248","pps",NA,"language",-97.5459,18.6812,4729
"sanl1249","San Lucas Zoquiapan Mazatec","San Jerónimo Tecóatl Mazatec","Otomanguean","sanl1249",NA,NA,"dialect",NA,NA,NA
"sanl1250","San Lorenzo Cuanecuiltitla Mazatec","San Jerónimo Tecóatl Mazatec","Otomanguean","sanl1250",NA,NA,"dialect",NA,NA,NA
"sanm1287","San Mateo del Mar Huave","San Dionisio-San Mateo Huave","Huavean","sanm1287","huv","hve","language",-95.0077,16.2129,12000
"sanm1288","San Miguel [Bolivia]","Chiquitano","Chiquitano","sanm1288",NA,NA,"dialect",NA,NA,NA
"sanm1289","San Martín Quechua","Quechua IIB","Quechuan","sanm1289","qvs",NA,"language",-76.6608,-6.9582,15000
"sanm1290","San Miguel Tenoxtitlán","Central Mazahua","Otomanguean","sanm1290",NA,NA,"dialect",NA,NA,NA
"sanm1291","San Martín Peras","Western Juxtlahuaca Mixtec","Otomanguean","sanm1291",NA,NA,"dialect",NA,NA,NA
"sanm1292","San Miguel Achiutla Mixtec","Magdalena Peñasco Mixtec","Otomanguean","sanm1292",NA,NA,"dialect",NA,NA,NA
"sanm1293","San Mateo Peñasco Mixtec","Magdalena Peñasco Mixtec","Otomanguean","sanm1293",NA,NA,"dialect",NA,NA,NA
"sanm1294","San Miguel Piedras Mixtec","Teozacoalco Mixtec","Otomanguean","sanm1294","xtp",NA,"language",-97.2056,16.9944,448
"sanm1295","San Miguel El Grande Mixtec","Western Alta Mixtec","Otomanguean","sanm1295","mig","mxc","language",-97.5432,17.0777,14453
"sanm1296","San Miguel Chalcatongo","San Miguel El Grande Mixtec","Otomanguean","sanm1296",NA,NA,"dialect",NA,NA,NA
"sanm1297","San Mateo Tepantepec","Peñoles Mixtec","Otomanguean","sanm1297",NA,NA,"dialect",NA,NA,NA
"sanm1298","San Martín Itunyoso Triqui","Trique","Otomanguean","sanm1298","trq",NA,"language",-97.9202,17.2428,2000
"sanm1299","San Martín Tilcajete Zapotec","San Juan Guelavía Zapotec","Otomanguean","sanm1299",NA,NA,"dialect",NA,NA,NA
"sanm1300","San Marcial Ozolotepec Zapotec","Ozolotepec Zapotec","Otomanguean","sanm1300",NA,NA,"dialect",NA,NA,NA
"sanm1301","San Marcos Tlalcoyalco Popoloca","Popolocan","Otomanguean","sanm1301","pls",NA,"language",-97.5936,18.74,5000
"sanm1302","San Mateo Zoyamazalco Popoloca","Coyotepec Popoloca","Otomanguean","sanm1302",NA,NA,"dialect",NA,NA,NA
"sanm1303","San Mateo","Huautla Mazatec","Otomanguean","sanm1303",NA,NA,"dialect",NA,NA,NA
"sanm1304","San Miguel","Huautla Mazatec","Otomanguean","sanm1304",NA,NA,"dialect",NA,NA,NA
"sanm1305","San Miguel Creole French","Lucia-Miguel Creole French","Indo-European","sanm1305","scf",NA,"language",-81.2564,8.32601,NA
"sann1238","San","Bambara","Mande","sann1238",NA,NA,"dialect",NA,NA,NA
"sanp1256","San Pedro Yaspac","Francisco León Zoque","Mixe-Zoque","sanp1256",NA,NA,"dialect",NA,NA,NA
"sanp1257","Sanpoil","Okanagan","Salishan","sanp1257",NA,NA,"dialect",NA,NA,NA
"sanp1258","San Pedro de Huacarpana","Yauyos Quechua","Quechuan","sanp1258",NA,NA,"dialect",NA,NA,NA
"sanp1259","San Pedro Molinos","San Miguel El Grande Mixtec","Otomanguean","sanp1259",NA,NA,"dialect",NA,NA,NA
"sanp1260","San Pedro Amuzgos Amuzgo","Amuzgoan","Otomanguean","sanp1260","azg",NA,"language",-98.0464,16.5198,4000
"sanp1261","San Pedro Quiatoni Zapotec","Central Core Zapotec","Otomanguean","sanp1261","zpf",NA,"language",-96.0899,16.7608,NA
"sans1256","Sanso","Hainanese","Sino-Tibetan","sans1256",NA,NA,"dialect",NA,NA,NA
"sans1269","Sanskrit","Indo-Aryan","Indo-European","sans1269","san",NA,"language",77,20,0
"sans1271","Sansi","Eastern Panjabic","Indo-European","sans1271","ssi",NA,"language",72.6838,28.7364,76200
"sans1272","San Salvador Kongo","Core Kikongo","Atlantic-Congo","sans1272","kwy","kwy","language",13.3587,-5.33539,865355
"sans1273","San Sebastián-Santa Catarina","Huichol","Uto-Aztecan","sans1273",NA,NA,"dialect",NA,NA,NA
"sans1274","San Simón Zahuatlán","Silacayoapan Mixtec","Otomanguean","sans1274",NA,NA,"dialect",NA,NA,NA
"sans1275","San San Jerónimo Mazatec","San Jerónimo Tecóatl Mazatec","Otomanguean","sans1275",NA,NA,"dialect",NA,NA,NA
"sant1407","Santongeais","Standard French","Indo-European","sant1407",NA,NA,"dialect",NA,NA,NA
"sant1408","Santerre","Picard","Indo-European","sant1408",NA,NA,"dialect",NA,NA,NA
"sant1410","Santali","Santalic","Austroasiatic","sant1410","sat","stl","language",87.8185,25.0317,6170900
"sant1411","Santchou","Mbo [Cameroon]","Atlantic-Congo","sant1411",NA,NA,"dialect",NA,NA,NA
"sant1412","Santora","Nara","Nara","sant1412",NA,NA,"dialect",NA,NA,NA
"sant1413","Santa Catalina","Owa","Austronesian","sant1413",NA,NA,"dialect",NA,NA,NA
"sant1414","Santa Ana [Solomon Islands]","Owa","Austronesian","sant1414",NA,NA,"dialect",NA,NA,NA
"sant1416","Santa Cruz [Tina Sambal]","Tinà Sambal","Austronesian","sant1416",NA,NA,"dialect",NA,NA,NA
"sant1417","Santa Cruz [Iraya]","Iraya","Austronesian","sant1417",NA,NA,"dialect",NA,NA,NA
"sant1418","Santa Margarita","Dupaninan Agta","Austronesian","sant1418",NA,NA,"dialect",NA,NA,NA
"sant1419","Santa Ana-Gonzaga","Dupaninan Agta","Austronesian","sant1419",NA,NA,"dialect",NA,NA,NA
"sant1420","Santa Teresa","Ratagnon","Austronesian","sant1420",NA,NA,"dialect",NA,NA,NA
"sant1421","Santa Clara","Tewa [USA]","Kiowa-Tanoan","sant1421",NA,NA,"dialect",NA,NA,NA
"sant1422","Santa María del Mar Huave","San Francisco-Santa María Huave","Huavean","sant1422","hvv",NA,"language",-94.8159,16.2167,500
"sant1423","Santa María La Alta Nahuatl","Tehuacanic","Uto-Aztecan","sant1423","nhz",NA,"language",-97.7009,18.6286,2472
"sant1424","Santa Teresa Cora","Coran","Uto-Aztecan","sant1424","cok",NA,"language",-104.7,22.7102,7000
"sant1425","Santo Domingo","Eastern Keres","Keresan","sant1425",NA,NA,"dialect",NA,NA,NA
"sant1426","Santa Ana","Eastern Keres","Keresan","sant1426",NA,NA,"dialect",NA,NA,NA
"sant1427","Santa Clara [Miwok-Costanoan]","Northern Ohlone","Miwok-Costanoan","sant1427",NA,NA,"dialect",NA,NA,NA
"sant1428","Santa Cruz [Northern Ohlone]","Northern Ohlone","Miwok-Costanoan","sant1428",NA,NA,"dialect",NA,NA,NA
"sant1429","Santiago","Chiquitano","Chiquitano","sant1429",NA,NA,"dialect",NA,NA,NA
"sant1430","Santa Rosa Quechua","Napo Lowland Quechua","Quechuan","sant1430",NA,NA,"dialect",NA,NA,NA
"sant1431","Santiago Inga","Inga","Quechuan","sant1431",NA,NA,"dialect",NA,NA,NA
"sant1432","Santiago del Estero Quichua","Quechua IIC","Quechuan","sant1432","qus",NA,"language",-63.2466,-27.821,60000
"sant1433","Santa Ana de Tusi Pasco Quechua","Yaru Quechua","Quechuan","sant1433","qxt",NA,"language",-76.2753,-10.3302,10000
"sant1434","Santa Rosa","Cofán","Cofán","sant1434",NA,NA,"dialect",NA,NA,NA
"sant1435","Santa María Citendejé-Banos","Central Mazahua","Otomanguean","sant1435",NA,NA,"dialect",NA,NA,NA
"sant1436","Santa María Zacatepec Mixtec","West Coast Mixtec","Otomanguean","sant1436","mza",NA,"language",-97.9484,16.7003,6000
"sant1437","Santa María Pápalo","Tepeuxila Cuicatec","Otomanguean","sant1437",NA,NA,"dialect",NA,NA,NA
"sant1438","Santa Catarina Yosonotu","Ocotepec Mixtec","Otomanguean","sant1438",NA,NA,"dialect",NA,NA,NA
"sant1439","Santa Lucía Monteverde Mixtec","Western Alta Mixtec","Otomanguean","sant1439","mdv",NA,"language",-97.6277,16.9969,NA
"sant1440","Santo Domingo Heundío Mixtec","Magdalena Peñasco Mixtec","Otomanguean","sant1440",NA,NA,"dialect",NA,NA,NA
"sant1441","Santa María Acatepec","Tututepec Mixtec","Otomanguean","sant1441",NA,NA,"dialect",NA,NA,NA
"sant1442","Santa María Yosoyúa","San Miguel El Grande Mixtec","Otomanguean","sant1442",NA,NA,"dialect",NA,NA,NA
"sant1443","Santa Catarina Ticuá","San Miguel El Grande Mixtec","Otomanguean","sant1443",NA,NA,"dialect",NA,NA,NA
"sant1444","Santa Maria Tataltepec","San Juan Teita Mixtec","Otomanguean","sant1444",NA,NA,"dialect",NA,NA,NA
"sant1445","Santa María Peñoles","Peñoles Mixtec","Otomanguean","sant1445",NA,NA,"dialect",NA,NA,NA
"sant1446","Santiago Tlazoyaltepec","Peñoles Mixtec","Otomanguean","sant1446",NA,NA,"dialect",NA,NA,NA
"sant1447","Santa Inés Yatzechi Zapotec","Central Core Zapotec","Otomanguean","sant1447","zpn",NA,"language",-96.7527,16.8842,NA
"sant1448","Santa Catarina Albarradas Zapotec","Central Core Zapotec","Otomanguean","sant1448","ztn",NA,"language",-96.3512,17.0446,NA
"sant1449","Santiago Matatlán Zapotec","Mitla Zapotec","Otomanguean","sant1449",NA,NA,"dialect",NA,NA,NA
"sant1450","Santo Domingo Albarradas Zapotec","Central Core Zapotec","Otomanguean","sant1450","zas",NA,"language",-96.281,17.0345,NA
"sant1451","Santa María Quiegolani Zapotec","Central Core Zapotec","Otomanguean","sant1451","zpi","zaq","language",-96.0486,16.033,NA
"sant1452","Santiago Xanica Zapotec","Southern Core Zapotec","Otomanguean","sant1452","zpr",NA,"language",-96.2186,15.8836,NA
"sant1453","Santa María Nativitas","San Felipe Otlaltepec Popoloca","Otomanguean","sant1453",NA,NA,"dialect",NA,NA,NA
"sant1454","Santa Inés Ahuatempan Popoloca","Popolocan","Otomanguean","sant1454","pca",NA,"language",-97.8599,18.3865,4000
"sant1455","Santa Cruz Ocopetatillo Mazatec","San Jerónimo Tecóatl Mazatec","Otomanguean","sant1455",NA,NA,"dialect",NA,NA,NA
"sant1456","Santa Ana Ateixtlahuaca Mazatec","San Jerónimo Tecóatl Mazatec","Otomanguean","sant1456",NA,NA,"dialect",NA,NA,NA
"sant1457","Santalic","Kherwarian","Austroasiatic","sant1457",NA,NA,"family",NA,NA,NA
"sant1458","Santa Isabel","Northwest Solomonic","Austronesian","sant1458",NA,NA,"family",NA,NA,NA
"sanu1240","Sanumá","Yanomam [yano1260]","Yanomam [yano1260]","sanu1240","xsu","snm","language",-67.6498,1.31875,6410
"sanv1241","Sanvi","Anyin","Atlantic-Congo","sanv1241",NA,NA,"dialect",NA,NA,NA
"sanv1242","San Vicente Coatlán Zapotec","Coatec","Otomanguean","sanv1242","zpt",NA,"language",-96.8667,16.2817,NA
"sanv1243","San Vicente Coyotepec Popoloca","Coyotepec Popoloca","Otomanguean","sanv1243",NA,NA,"dialect",NA,NA,NA
"sanz1244","Sanzi","Bangubangu","Atlantic-Congo","sanz1244",NA,NA,"dialect",NA,NA,NA
"sanz1245","Sanza [sanz1245]","Nande","Atlantic-Congo","sanz1245",NA,NA,"dialect",NA,NA,NA
"sanz1246","Sanza [sanz1246]","Konzo","Atlantic-Congo","sanz1246",NA,NA,"dialect",NA,NA,NA
"saoc1239","Sa’och","Southern Chong","Austroasiatic","saoc1239","scq",NA,"language",103.835,10.8739,180
"saoo1238","Sao","Maslam","Afro-Asiatic","saoo1238",NA,NA,"dialect",NA,NA,NA
"saop1235","São Paulo Kaingáng","Kaingangic","Nuclear-Macro-Je","saop1235","zkp",NA,"language",-46.7609,-23.5708,0
"saot1239","Sãotomense","Saotomense-Principense","Indo-European","saot1239","cri",NA,"language",6.61935,0.28332,NA
"saot1240","Saotomense-Principense","Lower Guinea Portuguese","Indo-European","saot1240",NA,NA,"family",NA,NA,NA
"sapa1250","Saparua-Latu","Saparuan","Austronesian","sapa1250",NA,NA,"family",NA,NA,NA
"sapa1251","Saparua","Saparua-Latu","Austronesian","sapa1251","spr",NA,"language",128.639,-3.58314,10216
"sapa1252","Sapa-Sapa","Southern Sama","Austronesian","sapa1252",NA,NA,"dialect",NA,NA,NA
"sapa1253","Sapan","Casuarina Coast Asmat","Nuclear Trans New Guinea","sapa1253",NA,NA,"dialect",NA,NA,NA
"sapa1254","Sapara","Paravilhana-Pauxiana","Cariban","sapa1254",NA,NA,"language",-61.580544,3.433437,NA
"sapa1255","Sapa-Southwestern Tai","Wenma-Southwestern Tai","Tai-Kadai","sapa1255",NA,NA,"family",NA,NA,NA
"sape1238","Sapé","South America","Sapé","sape1238","spc",NA,"language",-63.2363,4.9447,5
"sapi1239","Sapiteri","Huachipaeri","Harakmbut","sapi1239",NA,NA,"dialect",NA,NA,NA
"sapn1238","Sapna cluster","Assyrian Neo-Aramaic","Afro-Asiatic","sapn1238",NA,NA,"dialect",NA,NA,NA
"sapo1251","Sapo","Guere-Krahn","Atlantic-Congo","sapo1251","krn",NA,"language",-8.49229,5.69555,36400
"sapo1252","Saposa-Tinputz","Buka [buka1262]","Austronesian","sapo1252",NA,NA,"family",NA,NA,NA
"sapo1253","Saposa","Saposa-Tinputz","Austronesian","sapo1253","sps","taf","language",154.732,-5.64103,1400
"sapo1254","Saponi","Rasawa-Saponi","Lakes Plain","sapo1254","spi",NA,"language",139.5,-2.49694,4
"sapt1238","Saptari","Kochila Tharu","Indo-European","sapt1238",NA,NA,"dialect",NA,NA,NA
"sapu1247","Sapuan-Sok","Nuclear West Bahnaric","Austroasiatic","sapu1247",NA,NA,"family",NA,NA,NA
"sapu1248","Sapuan","Sapuan-Sok","Austroasiatic","sapu1248","spu","sap","language",106.843,15.3692,2400
"sapu1249","Sapudi","Nuclear Madurese","Austronesian","sapu1249",NA,NA,"dialect",NA,NA,NA
"sapu1250","Sapulot Murut","Tagal Murut","Austronesian","sapu1250",NA,NA,"dialect",NA,NA,NA
"sapw1237","Sapwuahfik","Pohnpeian","Austronesian","sapw1237",NA,NA,"dialect",NA,NA,NA
"saqi1238","Saqiz","Hulaulá","Afro-Asiatic","saqi1238",NA,NA,"dialect",NA,NA,NA
"sara1308","Saracatsan","Modern Greek [1453-]","Indo-European","sara1308",NA,NA,"dialect",NA,NA,NA
"sara1309","Sarawani","Western Balochi","Indo-European","sara1309",NA,NA,"dialect",NA,NA,NA
"sara1310","Sarawaria","Northern Standard Bhojpuri","Indo-European","sara1310",NA,NA,"dialect",NA,NA,NA
"sara1311","Saraki [sara1311]","Bengali","Indo-European","sara1311",NA,NA,"dialect",NA,NA,NA
"sara1312","Saraki [sara1312]","Western Bengali","Indo-European","sara1312",NA,NA,"dialect",NA,NA,NA
"sara1313","Sarasvat Brahmin","Goan Konkani","Indo-European","sara1313",NA,NA,"dialect",NA,NA,NA
"sara1314","Sarawan","Brahui","Dravidian","sara1314",NA,NA,"dialect",NA,NA,NA
"sara1315","Sarar","Mandjak","Atlantic-Congo","sara1315",NA,NA,"dialect",NA,NA,NA
"sara1318","Sara Peripherique","Saraic","Central Sudanic","sara1318",NA,NA,"family",NA,NA,NA
"sara1319","Sara Kaba","Sara-Kaba","Central Sudanic","sara1319","sbz",NA,"language",22.1637,10.5376,13600
"sara1321","Sara Kaba Náà","Sara-Kaba","Central Sudanic","sara1321","kwv",NA,"language",19.2566,9.39388,35000
"sara1322","Sara Kaba Deme","Sara-Kaba","Central Sudanic","sara1322","kwg",NA,"language",18.6607,9.03466,40000
"sara1323","Sarasira","Mountain Upper Markham","Austronesian","sara1323","zsa",NA,"language",146.304,-6.38394,NA
"sara1324","Sara Krowe","Sika","Austronesian","sara1324",NA,NA,"dialect",NA,NA,NA
"sara1325","Sarangani","Sangil","Austronesian","sara1325",NA,NA,"dialect",NA,NA,NA
"sara1326","Sarangani Blaan","Blaan","Austronesian","sara1326","bps","biq","language",125.354,6.03691,90754
"sara1327","Sarangani Manobo","Sarangani-Tasaday-Cotabato","Austronesian","sara1327","mbs",NA,"language",125.499,5.84903,58000
"sara1328","Sarawai","Ot Danum","Austronesian","sara1328",NA,NA,"dialect",NA,NA,NA
"sara1329","Sara","Bakati’","Austronesian","sara1329","sre",NA,"language",109.616,1.20403,4000
